customer_id,年月,count_pred,count_0,count_1,count_2,count_3,count_4,count_5,start_date,now_date,period
PL003692,201811,11,5.0,7.0,4.0,8.0,9.0,7.0,2018-05-12,2018-11-01,5
PL012044,201811,4,6.0,9.0,8.0,9.0,8.0,7.0,2018-04-14,2018-11-01,6
PL013000,201811,6,7.0,7.0,7.0,9.0,9.0,8.0,2018-05-15,2018-11-01,5
PL064289,201811,1,5.0,5.0,1.0,2.0,5.0,4.0,2018-04-15,2018-11-01,6
PL074136,201811,4,1.0,3.0,5.0,3.0,7.0,10.0,2018-05-04,2018-11-01,5
PL148706,201811,6,8.0,8.0,5.0,6.0,9.0,9.0,2018-05-10,2018-11-01,5
PL227814,201811,7,7.0,9.0,6.0,9.0,10.0,7.0,2018-04-05,2018-11-01,6
PL248851,201811,4,5.0,5.0,7.0,9.0,6.0,8.0,2018-04-03,2018-11-01,6
PL300201,201811,3,4.0,4.0,4.0,6.0,8.0,11.0,2018-05-02,2018-11-01,5
PL302535,201811,6,9.0,8.0,6.0,7.0,10.0,12.0,2018-04-06,2018-11-01,6
PL333517,201811,7,6.0,7.0,6.0,6.0,8.0,7.0,2018-05-03,2018-11-01,5
PL397032,201811,2,4.0,1.0,5.0,3.0,7.0,7.0,2018-05-09,2018-11-01,5
PL432893,201811,8,6.0,7.0,8.0,7.0,7.0,8.0,2018-05-07,2018-11-01,5
PL512409,201811,6,3.0,3.0,3.0,5.0,7.0,5.0,2018-05-11,2018-11-01,5
PL535994,201811,1,2.0,3.0,2.0,5.0,6.0,8.0,2018-05-05,2018-11-01,5
PL542865,201811,4,4.0,5.0,3.0,4.0,3.0,3.0,2018-04-09,2018-11-01,6
PL560620,201811,9,9.0,6.0,9.0,5.0,7.0,10.0,2018-05-11,2018-11-01,5
PL683089,201811,5,3.0,2.0,4.0,5.0,5.0,7.0,2018-04-08,2018-11-01,6
PL734553,201811,5,4.0,3.0,1.0,10.0,9.0,9.0,2018-05-13,2018-11-01,5
PL745124,201811,2,3.0,3.0,1.0,3.0,4.0,5.0,2018-04-13,2018-11-01,6
PL790086,201811,2,5.0,5.0,4.0,3.0,9.0,9.0,2018-05-07,2018-11-01,5
PL806332,201811,3,5.0,5.0,7.0,6.0,9.0,7.0,2018-05-06,2018-11-01,5
PL849292,201811,3,3.0,4.0,6.0,6.0,6.0,8.0,2018-04-14,2018-11-01,6
PL907705,201811,1,6.0,2.0,2.0,5.0,7.0,4.0,2018-05-06,2018-11-01,5
PL928334,201811,3,2.0,2.0,3.0,4.0,7.0,10.0,2018-05-07,2018-11-01,5
PL959979,201811,6,8.0,11.0,9.0,9.0,7.0,7.0,2018-05-08,2018-11-01,5
PL969360,201811,8,8.0,6.0,6.0,9.0,8.0,7.0,2018-04-11,2018-11-01,6
TS023870,201811,2,4.0,4.0,6.0,7.0,6.0,11.0,2018-05-02,2018-11-01,5
TS034873,201811,6,7.0,8.0,9.0,8.0,8.0,8.0,2018-05-01,2018-11-01,6
TS075183,201811,2,3.0,2.0,5.0,5.0,4.0,5.0,2018-04-12,2018-11-01,6
TS174464,201811,6,7.0,8.0,9.0,6.0,8.0,10.0,2018-04-11,2018-11-01,6
TS310889,201811,7,7.0,8.0,8.0,8.0,9.0,8.0,2018-05-03,2018-11-01,5
TS315466,201811,5,5.0,3.0,3.0,2.0,6.0,8.0,2018-05-01,2018-11-01,6
TS349770,201811,2,1.0,3.0,3.0,5.0,6.0,7.0,2018-05-04,2018-11-01,5
TS357747,201811,10,9.0,7.0,8.0,8.0,8.0,8.0,2018-05-13,2018-11-01,5
TS551344,201811,2,3.0,3.0,5.0,5.0,8.0,9.0,2018-05-14,2018-11-01,5
TS617231,201811,3,5.0,5.0,5.0,5.0,7.0,8.0,2018-05-09,2018-11-01,5
TS655367,201811,2,4.0,2.0,3.0,2.0,6.0,7.0,2018-04-05,2018-11-01,6
TS660166,201811,4,3.0,7.0,6.0,6.0,6.0,7.0,2018-05-10,2018-11-01,5
TS736914,201811,7,7.0,8.0,8.0,7.0,7.0,9.0,2018-05-12,2018-11-01,5
TS761925,201811,3,3.0,3.0,4.0,4.0,7.0,5.0,2018-05-04,2018-11-01,5
TS763203,201811,7,7.0,9.0,9.0,6.0,7.0,11.0,2018-04-13,2018-11-01,6
TS810276,201811,2,2.0,4.0,6.0,5.0,8.0,8.0,2018-05-12,2018-11-01,5
TS848093,201811,4,3.0,3.0,5.0,4.0,7.0,7.0,2018-05-12,2018-11-01,5
TS917520,201811,6,5.0,7.0,8.0,10.0,8.0,8.0,2018-05-13,2018-11-01,5
TS977703,201811,5,8.0,8.0,8.0,8.0,7.0,4.0,2018-04-15,2018-11-01,6
AS008805,201812,5,3.0,2.0,2.0,5.0,7.0,8.0,2018-06-07,2018-12-01,5
AS015233,201812,9,7.0,7.0,9.0,11.0,5.0,7.0,2018-05-13,2018-12-01,6
AS025956,201812,1,4.0,4.0,5.0,7.0,7.0,6.0,2018-05-09,2018-12-01,6
AS029624,201812,5,6.0,4.0,1.0,5.0,7.0,5.0,2018-05-08,2018-12-01,6
AS100947,201812,8,8.0,9.0,6.0,8.0,7.0,8.0,2018-05-12,2018-12-01,6
AS115149,201812,3,3.0,2.0,1.0,3.0,7.0,7.0,2018-05-11,2018-12-01,6
AS185951,201812,2,3.0,1.0,5.0,3.0,3.0,7.0,2018-04-09,2018-12-01,7
AS197200,201812,9,9.0,12.0,6.0,8.0,9.0,6.0,2018-04-15,2018-12-01,7
AS200286,201812,4,3.0,3.0,6.0,3.0,6.0,6.0,2018-04-06,2018-12-01,7
AS212132,201812,2,2.0,3.0,4.0,5.0,7.0,6.0,2018-06-07,2018-12-01,5
AS217722,201812,7,7.0,7.0,11.0,8.0,8.0,7.0,2018-06-10,2018-12-01,5
AS220726,201812,3,4.0,2.0,2.0,5.0,3.0,10.0,2018-05-12,2018-12-01,6
AS251169,201812,3,2.0,2.0,4.0,6.0,5.0,8.0,2018-04-03,2018-12-01,7
AS345469,201812,1,5.0,1.0,3.0,5.0,6.0,5.0,2018-04-12,2018-12-01,7
AS388908,201812,3,2.0,2.0,4.0,3.0,5.0,5.0,2018-05-11,2018-12-01,6
AS471761,201812,7,8.0,8.0,7.0,8.0,7.0,8.0,2018-06-13,2018-12-01,5
AS472959,201812,5,1.0,3.0,3.0,6.0,6.0,10.0,2018-06-04,2018-12-01,5
AS509237,201812,3,4.0,3.0,2.0,1.0,2.0,4.0,2018-04-06,2018-12-01,7
AS546422,201812,4,3.0,1.0,5.0,7.0,4.0,10.0,2018-04-10,2018-12-01,7
AS584134,201812,4,3.0,5.0,4.0,6.0,2.0,5.0,2018-05-05,2018-12-01,6
AS609865,201812,6,6.0,9.0,8.0,8.0,10.0,11.0,2018-06-12,2018-12-01,5
AS628722,201812,5,2.0,3.0,5.0,4.0,6.0,4.0,2018-04-15,2018-12-01,7
AS654830,201812,5,7.0,6.0,8.0,9.0,6.0,8.0,2018-06-12,2018-12-01,5
AS665097,201812,2,1.0,2.0,3.0,3.0,8.0,9.0,2018-06-08,2018-12-01,5
AS680056,201812,4,3.0,5.0,3.0,4.0,7.0,7.0,2018-06-08,2018-12-01,5
AS708113,201812,1,1.0,2.0,7.0,5.0,7.0,8.0,2018-06-08,2018-12-01,5
AS721170,201812,3,1.0,1.0,1.0,2.0,5.0,6.0,2018-04-12,2018-12-01,7
AS748245,201812,3,3.0,2.0,5.0,6.0,8.0,7.0,2018-06-03,2018-12-01,5
AS814353,201812,7,7.0,9.0,9.0,11.0,7.0,8.0,2018-05-05,2018-12-01,6
AS822877,201812,7,7.0,6.0,7.0,10.0,7.0,11.0,2018-06-02,2018-12-01,5
AS854424,201812,1,2.0,5.0,4.0,5.0,5.0,8.0,2018-06-09,2018-12-01,5
AS859775,201812,7,8.0,8.0,12.0,9.0,7.0,10.0,2018-06-10,2018-12-01,5
AS886872,201812,8,5.0,11.0,8.0,7.0,7.0,8.0,2018-04-12,2018-12-01,7
GD001932,201812,3,2.0,7.0,6.0,7.0,6.0,8.0,2018-05-04,2018-12-01,6
GD082530,201812,7,7.0,8.0,7.0,10.0,9.0,6.0,2018-05-13,2018-12-01,6
GD098851,201812,4,2.0,7.0,5.0,6.0,9.0,6.0,2018-04-12,2018-12-01,7
GD115456,201812,2,4.0,2.0,2.0,4.0,4.0,2.0,2018-04-05,2018-12-01,7
GD121535,201812,2,2.0,3.0,4.0,5.0,6.0,7.0,2018-06-12,2018-12-01,5
GD137323,201812,3,3.0,3.0,6.0,7.0,9.0,8.0,2018-06-04,2018-12-01,5
GD174951,201812,2,5.0,3.0,4.0,4.0,4.0,6.0,2018-04-14,2018-12-01,7
GD192754,201812,2,5.0,3.0,3.0,6.0,6.0,7.0,2018-06-06,2018-12-01,5
GD203795,201812,3,2.0,2.0,6.0,7.0,5.0,9.0,2018-05-09,2018-12-01,6
GD210507,201812,4,5.0,3.0,5.0,6.0,7.0,6.0,2018-04-11,2018-12-01,7
GD289362,201812,9,7.0,7.0,10.0,7.0,9.0,10.0,2018-05-04,2018-12-01,6
GD309433,201812,3,3.0,2.0,2.0,5.0,9.0,8.0,2018-05-13,2018-12-01,6
GD314208,201812,3,4.0,2.0,6.0,5.0,7.0,8.0,2018-06-12,2018-12-01,5
GD324324,201812,2,1.0,3.0,6.0,5.0,8.0,10.0,2018-06-15,2018-12-01,5
GD325851,201812,9,8.0,8.0,8.0,6.0,5.0,8.0,2018-04-13,2018-12-01,7
GD372798,201812,3,3.0,3.0,7.0,3.0,4.0,8.0,2018-06-05,2018-12-01,5
GD459084,201812,7,7.0,8.0,9.0,7.0,10.0,9.0,2018-06-08,2018-12-01,5
GD523289,201812,2,2.0,2.0,4.0,3.0,7.0,5.0,2018-05-15,2018-12-01,6
GD563242,201812,8,4.0,4.0,7.0,11.0,9.0,8.0,2018-04-05,2018-12-01,7
GD594854,201812,9,11.0,7.0,9.0,6.0,8.0,7.0,2018-05-15,2018-12-01,6
GD646501,201812,1,2.0,2.0,4.0,4.0,5.0,6.0,2018-04-12,2018-12-01,7
GD659982,201812,10,7.0,9.0,5.0,7.0,8.0,10.0,2018-06-10,2018-12-01,5
GD700354,201812,5,2.0,4.0,3.0,2.0,5.0,5.0,2018-05-05,2018-12-01,6
GD706415,201812,4,3.0,4.0,2.0,3.0,5.0,7.0,2018-05-05,2018-12-01,6
GD716223,201812,3,4.0,8.0,9.0,7.0,6.0,9.0,2018-04-15,2018-12-01,7
GD730210,201812,1,4.0,2.0,2.0,7.0,5.0,8.0,2018-06-02,2018-12-01,5
GD763297,201812,5,3.0,4.0,3.0,5.0,8.0,9.0,2018-06-13,2018-12-01,5
GD766769,201812,1,2.0,3.0,5.0,7.0,4.0,7.0,2018-05-09,2018-12-01,6
GD797764,201812,4,3.0,1.0,7.0,6.0,6.0,9.0,2018-05-02,2018-12-01,6
GD807513,201812,9,9.0,9.0,10.0,6.0,8.0,9.0,2018-06-03,2018-12-01,5
GD821903,201812,10,7.0,8.0,9.0,9.0,9.0,7.0,2018-05-11,2018-12-01,6
GD862688,201812,5,8.0,7.0,9.0,9.0,6.0,10.0,2018-05-08,2018-12-01,6
GD869667,201812,6,8.0,10.0,11.0,9.0,5.0,12.0,2018-06-11,2018-12-01,5
GD892565,201812,8,5.0,8.0,8.0,9.0,7.0,10.0,2018-05-02,2018-12-01,6
GD893916,201812,7,8.0,10.0,8.0,9.0,10.0,12.0,2018-06-08,2018-12-01,5
GD903750,201812,2,1.0,3.0,5.0,8.0,10.0,6.0,2018-06-07,2018-12-01,5
GD913324,201812,7,5.0,8.0,6.0,7.0,10.0,7.0,2018-05-05,2018-12-01,6
GD931906,201812,1,4.0,1.0,5.0,6.0,4.0,9.0,2018-05-04,2018-12-01,6
GD991319,201812,2,3.0,2.0,4.0,4.0,6.0,8.0,2018-06-08,2018-12-01,5
HD024506,201812,3,2.0,3.0,4.0,2.0,11.0,10.0,2018-06-12,2018-12-01,5
HD032015,201812,4,2.0,4.0,4.0,5.0,6.0,8.0,2018-04-14,2018-12-01,7
HD104614,201812,3,2.0,3.0,4.0,5.0,3.0,6.0,2018-04-15,2018-12-01,7
HD146199,201812,11,10.0,9.0,7.0,7.0,8.0,9.0,2018-04-09,2018-12-01,7
HD187665,201812,8,8.0,8.0,6.0,7.0,8.0,6.0,2018-05-15,2018-12-01,6
HD192887,201812,6,4.0,4.0,8.0,6.0,7.0,9.0,2018-06-01,2018-12-01,6
HD221159,201812,5,4.0,5.0,2.0,5.0,3.0,5.0,2018-05-06,2018-12-01,6
HD291079,201812,3,3.0,2.0,5.0,5.0,6.0,7.0,2018-06-13,2018-12-01,5
HD295608,201812,3,3.0,3.0,1.0,4.0,3.0,4.0,2018-04-11,2018-12-01,7
HD351145,201812,5,3.0,4.0,3.0,2.0,4.0,5.0,2018-04-04,2018-12-01,7
HD384128,201812,6,6.0,9.0,9.0,7.0,9.0,9.0,2018-05-02,2018-12-01,6
HD402002,201812,7,10.0,6.0,7.0,10.0,12.0,9.0,2018-04-13,2018-12-01,7
HD426886,201812,8,9.0,7.0,9.0,11.0,8.0,8.0,2018-04-05,2018-12-01,7
HD443173,201812,1,3.0,3.0,5.0,2.0,3.0,5.0,2018-05-14,2018-12-01,6
HD459890,201812,4,3.0,3.0,2.0,3.0,6.0,5.0,2018-05-11,2018-12-01,6
HD487220,201812,10,9.0,7.0,10.0,9.0,8.0,7.0,2018-05-11,2018-12-01,6
HD523855,201812,4,4.0,4.0,6.0,5.0,7.0,8.0,2018-04-04,2018-12-01,7
HD555581,201812,9,9.0,8.0,8.0,9.0,8.0,8.0,2018-06-03,2018-12-01,5
HD565805,201812,3,2.0,3.0,2.0,4.0,7.0,8.0,2018-06-01,2018-12-01,6
HD571515,201812,3,2.0,2.0,5.0,5.0,7.0,8.0,2018-04-15,2018-12-01,7
HD580454,201812,8,6.0,7.0,5.0,11.0,10.0,9.0,2018-04-05,2018-12-01,7
HD625291,201812,4,3.0,3.0,5.0,5.0,6.0,6.0,2018-06-01,2018-12-01,6
HD634523,201812,3,1.0,1.0,1.0,5.0,6.0,7.0,2018-04-13,2018-12-01,7
HD678019,201812,3,5.0,2.0,4.0,4.0,8.0,8.0,2018-06-02,2018-12-01,5
HD707253,201812,5,6.0,5.0,9.0,6.0,8.0,9.0,2018-05-06,2018-12-01,6
HD724425,201812,6,8.0,7.0,5.0,8.0,8.0,9.0,2018-06-04,2018-12-01,5
HD736119,201812,7,7.0,4.0,5.0,7.0,9.0,9.0,2018-05-10,2018-12-01,6
HD738121,201812,11,7.0,8.0,8.0,9.0,7.0,6.0,2018-06-09,2018-12-01,5
HD743673,201812,2,3.0,2.0,3.0,1.0,6.0,7.0,2018-05-14,2018-12-01,6
HD747321,201812,4,4.0,7.0,4.0,6.0,6.0,9.0,2018-05-09,2018-12-01,6
HD762655,201812,3,6.0,5.0,3.0,5.0,4.0,9.0,2018-06-08,2018-12-01,5
HD805503,201812,7,7.0,7.0,7.0,5.0,8.0,7.0,2018-05-01,2018-12-01,7
HD814444,201812,6,7.0,9.0,6.0,6.0,10.0,6.0,2018-04-04,2018-12-01,7
HD832421,201812,2,3.0,3.0,6.0,6.0,9.0,9.0,2018-06-13,2018-12-01,5
HD841739,201812,2,3.0,3.0,7.0,5.0,8.0,7.0,2018-06-06,2018-12-01,5
HD981197,201812,2,1.0,4.0,3.0,3.0,6.0,7.0,2018-04-15,2018-12-01,7
HI013029,201812,9,9.0,6.0,8.0,7.0,9.0,10.0,2018-05-10,2018-12-01,6
HI058807,201812,8,8.0,6.0,5.0,9.0,10.0,8.0,2018-05-02,2018-12-01,6
HI099779,201812,4,6.0,9.0,7.0,7.0,9.0,8.0,2018-06-04,2018-12-01,5
HI103175,201812,6,7.0,8.0,8.0,7.0,8.0,10.0,2018-05-15,2018-12-01,6
HI140097,201812,1,1.0,5.0,4.0,5.0,6.0,8.0,2018-04-07,2018-12-01,7
HI154843,201812,6,8.0,8.0,6.0,9.0,6.0,8.0,2018-06-05,2018-12-01,5
HI205526,201812,7,8.0,6.0,9.0,10.0,7.0,10.0,2018-06-12,2018-12-01,5
HI218595,201812,10,8.0,8.0,11.0,10.0,9.0,8.0,2018-06-10,2018-12-01,5
HI271061,201812,1,3.0,3.0,3.0,3.0,9.0,8.0,2018-06-03,2018-12-01,5
HI302801,201812,6,4.0,2.0,1.0,4.0,3.0,8.0,2018-04-05,2018-12-01,7
HI312309,201812,10,7.0,10.0,9.0,10.0,7.0,6.0,2018-06-15,2018-12-01,5
HI331377,201812,7,9.0,9.0,7.0,8.0,8.0,7.0,2018-04-11,2018-12-01,7
HI367242,201812,7,7.0,6.0,8.0,7.0,8.0,9.0,2018-04-07,2018-12-01,7
HI368031,201812,8,10.0,9.0,8.0,3.0,8.0,8.0,2018-04-03,2018-12-01,7
HI372505,201812,4,5.0,8.0,3.0,4.0,7.0,7.0,2018-05-01,2018-12-01,7
HI402688,201812,3,2.0,3.0,6.0,6.0,5.0,6.0,2018-04-12,2018-12-01,7
HI415680,201812,4,5.0,3.0,7.0,7.0,7.0,6.0,2018-06-09,2018-12-01,5
HI446535,201812,1,2.0,8.0,7.0,6.0,7.0,7.0,2018-05-05,2018-12-01,6
HI474778,201812,7,6.0,6.0,7.0,9.0,5.0,10.0,2018-05-04,2018-12-01,6
HI513968,201812,8,7.0,8.0,6.0,7.0,10.0,10.0,2018-06-06,2018-12-01,5
HI560276,201812,1,2.0,5.0,5.0,6.0,7.0,10.0,2018-06-08,2018-12-01,5
HI562740,201812,7,7.0,10.0,9.0,7.0,6.0,7.0,2018-05-06,2018-12-01,6
HI570258,201812,4,4.0,2.0,4.0,2.0,5.0,5.0,2018-04-11,2018-12-01,7
HI575026,201812,7,8.0,7.0,7.0,8.0,6.0,9.0,2018-05-05,2018-12-01,6
HI599889,201812,6,8.0,8.0,6.0,8.0,6.0,8.0,2018-04-13,2018-12-01,7
HI606358,201812,2,1.0,6.0,5.0,1.0,3.0,4.0,2018-04-14,2018-12-01,7
HI620428,201812,3,2.0,2.0,6.0,7.0,7.0,9.0,2018-06-06,2018-12-01,5
HI630247,201812,9,9.0,7.0,6.0,8.0,9.0,10.0,2018-05-01,2018-12-01,7
HI680854,201812,3,5.0,3.0,3.0,2.0,7.0,7.0,2018-06-14,2018-12-01,5
HI714742,201812,1,3.0,4.0,7.0,6.0,7.0,6.0,2018-06-03,2018-12-01,5
HI732386,201812,2,3.0,4.0,4.0,7.0,6.0,5.0,2018-05-13,2018-12-01,6
HI844972,201812,1,2.0,2.0,2.0,3.0,7.0,8.0,2018-06-05,2018-12-01,5
HI864084,201812,4,3.0,3.0,5.0,5.0,4.0,8.0,2018-06-14,2018-12-01,5
HI866614,201812,7,8.0,8.0,8.0,7.0,8.0,9.0,2018-05-01,2018-12-01,7
HI958817,201812,3,3.0,1.0,2.0,5.0,4.0,7.0,2018-06-09,2018-12-01,5
IK000432,201812,3,3.0,5.0,4.0,7.0,8.0,11.0,2018-05-01,2018-12-01,7
IK026319,201812,3,3.0,4.0,5.0,6.0,7.0,5.0,2018-05-13,2018-12-01,6
IK042838,201812,7,9.0,10.0,8.0,7.0,6.0,7.0,2018-04-04,2018-12-01,7
IK044135,201812,1,4.0,4.0,4.0,6.0,7.0,8.0,2018-05-13,2018-12-01,6
IK082424,201812,3,3.0,4.0,5.0,7.0,7.0,7.0,2018-04-14,2018-12-01,7
IK190403,201812,3,7.0,2.0,5.0,3.0,4.0,8.0,2018-04-07,2018-12-01,7
IK234815,201812,5,7.0,5.0,7.0,7.0,9.0,7.0,2018-05-12,2018-12-01,6
IK266585,201812,9,8.0,11.0,11.0,8.0,8.0,9.0,2018-05-14,2018-12-01,6
IK311371,201812,4,3.0,1.0,5.0,6.0,10.0,7.0,2018-05-12,2018-12-01,6
IK317256,201812,3,1.0,5.0,6.0,5.0,6.0,7.0,2018-06-13,2018-12-01,5
IK322778,201812,10,8.0,8.0,7.0,7.0,10.0,10.0,2018-06-05,2018-12-01,5
IK356680,201812,8,8.0,10.0,9.0,9.0,8.0,10.0,2018-05-02,2018-12-01,6
IK364005,201812,7,9.0,10.0,8.0,7.0,9.0,12.0,2018-06-06,2018-12-01,5
IK403801,201812,3,5.0,3.0,6.0,2.0,3.0,7.0,2018-04-05,2018-12-01,7
IK407687,201812,3,1.0,3.0,3.0,3.0,7.0,7.0,2018-04-03,2018-12-01,7
IK429268,201812,7,6.0,6.0,7.0,10.0,7.0,8.0,2018-04-06,2018-12-01,7
IK453226,201812,5,8.0,7.0,6.0,8.0,8.0,7.0,2018-06-02,2018-12-01,5
IK491887,201812,2,5.0,2.0,3.0,5.0,6.0,7.0,2018-04-08,2018-12-01,7
IK548249,201812,3,4.0,6.0,4.0,6.0,8.0,10.0,2018-06-02,2018-12-01,5
IK575241,201812,3,3.0,4.0,4.0,6.0,5.0,6.0,2018-05-04,2018-12-01,6
IK584824,201812,11,12.0,8.0,8.0,5.0,7.0,8.0,2018-04-08,2018-12-01,7
IK611614,201812,8,9.0,8.0,8.0,7.0,7.0,7.0,2018-05-09,2018-12-01,6
IK624245,201812,4,4.0,2.0,2.0,2.0,7.0,7.0,2018-05-13,2018-12-01,6
IK626501,201812,9,9.0,6.0,8.0,10.0,5.0,8.0,2018-06-10,2018-12-01,5
IK638789,201812,8,7.0,8.0,8.0,8.0,8.0,8.0,2018-06-10,2018-12-01,5
IK642724,201812,6,7.0,5.0,3.0,2.0,9.0,8.0,2018-04-15,2018-12-01,7
IK651569,201812,2,3.0,2.0,5.0,4.0,8.0,9.0,2018-06-10,2018-12-01,5
IK660380,201812,3,5.0,7.0,1.0,5.0,6.0,7.0,2018-05-10,2018-12-01,6
IK662753,201812,8,9.0,9.0,7.0,8.0,6.0,6.0,2018-06-05,2018-12-01,5
IK679682,201812,4,1.0,6.0,3.0,4.0,5.0,5.0,2018-04-05,2018-12-01,7
IK697935,201812,4,5.0,2.0,4.0,4.0,6.0,7.0,2018-04-09,2018-12-01,7
IK704656,201812,9,8.0,6.0,8.0,8.0,8.0,9.0,2018-04-13,2018-12-01,7
IK710780,201812,3,1.0,5.0,1.0,3.0,3.0,6.0,2018-05-09,2018-12-01,6
IK714626,201812,4,1.0,5.0,4.0,4.0,6.0,6.0,2018-05-05,2018-12-01,6
IK758927,201812,6,8.0,8.0,6.0,8.0,7.0,9.0,2018-06-03,2018-12-01,5
IK761183,201812,10,8.0,8.0,8.0,9.0,8.0,9.0,2018-06-12,2018-12-01,5
IK761631,201812,5,2.0,3.0,1.0,5.0,4.0,7.0,2018-04-13,2018-12-01,7
IK782104,201812,2,5.0,6.0,8.0,4.0,5.0,7.0,2018-04-02,2018-12-01,7
IK802877,201812,8,8.0,6.0,9.0,8.0,11.0,8.0,2018-05-04,2018-12-01,6
IK854778,201812,3,4.0,1.0,2.0,1.0,5.0,8.0,2018-06-02,2018-12-01,5
IK862574,201812,1,2.0,5.0,5.0,5.0,8.0,8.0,2018-05-06,2018-12-01,6
IK988092,201812,6,1.0,3.0,5.0,5.0,7.0,7.0,2018-04-11,2018-12-01,7
OA004129,201812,8,8.0,6.0,9.0,8.0,8.0,8.0,2018-04-13,2018-12-01,7
OA023562,201812,8,6.0,10.0,8.0,9.0,8.0,9.0,2018-06-12,2018-12-01,5
OA057953,201812,5,8.0,9.0,8.0,7.0,8.0,9.0,2018-04-08,2018-12-01,7
OA058104,201812,7,7.0,8.0,7.0,10.0,6.0,9.0,2018-05-07,2018-12-01,6
OA068305,201812,3,3.0,2.0,4.0,4.0,6.0,7.0,2018-05-11,2018-12-01,6
OA086620,201812,6,9.0,8.0,8.0,11.0,7.0,11.0,2018-05-05,2018-12-01,6
OA100873,201812,7,8.0,8.0,11.0,10.0,7.0,8.0,2018-05-10,2018-12-01,6
OA126055,201812,2,2.0,6.0,5.0,4.0,9.0,9.0,2018-05-14,2018-12-01,6
OA131146,201812,9,8.0,12.0,8.0,11.0,6.0,9.0,2018-06-03,2018-12-01,5
OA140594,201812,2,3.0,5.0,5.0,3.0,5.0,7.0,2018-06-05,2018-12-01,5
OA207255,201812,7,7.0,7.0,5.0,8.0,8.0,7.0,2018-06-14,2018-12-01,5
OA211420,201812,1,4.0,2.0,5.0,7.0,4.0,6.0,2018-05-03,2018-12-01,6
OA215175,201812,3,2.0,4.0,5.0,4.0,5.0,8.0,2018-06-11,2018-12-01,5
OA247479,201812,3,5.0,3.0,3.0,1.0,5.0,7.0,2018-05-07,2018-12-01,6
OA327340,201812,6,10.0,10.0,5.0,6.0,8.0,8.0,2018-06-06,2018-12-01,5
OA332826,201812,6,6.0,7.0,9.0,6.0,8.0,11.0,2018-06-07,2018-12-01,5
OA389068,201812,7,7.0,6.0,9.0,12.0,9.0,9.0,2018-06-06,2018-12-01,5
OA396855,201812,4,2.0,4.0,2.0,5.0,4.0,6.0,2018-04-13,2018-12-01,7
OA397694,201812,2,4.0,2.0,6.0,3.0,6.0,7.0,2018-05-13,2018-12-01,6
OA399367,201812,4,3.0,3.0,4.0,7.0,7.0,8.0,2018-06-08,2018-12-01,5
OA402491,201812,1,3.0,4.0,3.0,6.0,6.0,8.0,2018-05-06,2018-12-01,6
OA405652,201812,2,2.0,4.0,4.0,4.0,6.0,4.0,2018-04-15,2018-12-01,7
OA419926,201812,2,4.0,2.0,5.0,5.0,3.0,7.0,2018-06-02,2018-12-01,5
OA441503,201812,1,4.0,3.0,2.0,6.0,7.0,8.0,2018-05-12,2018-12-01,6
OA451950,201812,3,5.0,2.0,3.0,1.0,4.0,6.0,2018-06-12,2018-12-01,5
OA472503,201812,2,6.0,5.0,3.0,1.0,9.0,8.0,2018-04-08,2018-12-01,7
OA484337,201812,3,5.0,4.0,7.0,3.0,4.0,7.0,2018-04-13,2018-12-01,7
OA546913,201812,2,5.0,4.0,3.0,5.0,5.0,9.0,2018-04-04,2018-12-01,7
OA567940,201812,4,4.0,4.0,4.0,4.0,6.0,6.0,2018-05-07,2018-12-01,6
OA578672,201812,9,6.0,10.0,9.0,9.0,9.0,10.0,2018-05-11,2018-12-01,6
OA614379,201812,3,5.0,3.0,4.0,4.0,6.0,9.0,2018-06-04,2018-12-01,5
OA653002,201812,4,4.0,3.0,5.0,6.0,10.0,6.0,2018-05-12,2018-12-01,6
OA660152,201812,6,4.0,7.0,9.0,10.0,9.0,9.0,2018-05-10,2018-12-01,6
OA663815,201812,3,3.0,5.0,4.0,2.0,4.0,6.0,2018-04-04,2018-12-01,7
OA669176,201812,1,3.0,4.0,5.0,7.0,6.0,10.0,2018-06-03,2018-12-01,5
OA680638,201812,5,2.0,1.0,6.0,6.0,4.0,5.0,2018-04-11,2018-12-01,7
OA694533,201812,10,7.0,9.0,7.0,6.0,8.0,8.0,2018-04-08,2018-12-01,7
OA695959,201812,1,1.0,3.0,7.0,6.0,5.0,8.0,2018-05-04,2018-12-01,6
OA710903,201812,3,4.0,2.0,5.0,7.0,7.0,4.0,2018-04-15,2018-12-01,7
OA761455,201812,3,4.0,4.0,2.0,3.0,4.0,6.0,2018-04-09,2018-12-01,7
OA777947,201812,2,2.0,5.0,3.0,1.0,3.0,3.0,2018-05-01,2018-12-01,7
OA794712,201812,7,6.0,8.0,7.0,10.0,7.0,10.0,2018-05-03,2018-12-01,6
OA802798,201812,9,5.0,6.0,9.0,9.0,6.0,9.0,2018-05-03,2018-12-01,6
OA850618,201812,3,2.0,3.0,2.0,4.0,4.0,5.0,2018-05-10,2018-12-01,6
OA869840,201812,8,7.0,9.0,8.0,10.0,6.0,10.0,2018-06-08,2018-12-01,5
OA923186,201812,3,4.0,3.0,4.0,3.0,4.0,5.0,2018-05-08,2018-12-01,6
OA973146,201812,3,6.0,6.0,4.0,2.0,3.0,5.0,2018-04-11,2018-12-01,7
PL003692,201812,9,11.0,5.0,7.0,4.0,8.0,9.0,2018-05-12,2018-12-01,6
