customer_id,routine_flg,name,class,gender,start_date,end_date,campaign_id,is_deleted,campaign_name,class_name,price,customer_start,customer_end,mean,median,max,min,tmp_customer_end,membership_period
AS760415,1,XXXXX,C02,F,2018-07-12 00:00:00,,CA1,0,通常,デイタイム,7500,2018-07-12,,8.88888888888889,8.0,12,7,2019-04-30,9
AS761330,1,XXXXX,C03,M,2016-06-01 00:00:00,,CA1,0,通常,ナイト,6000,2016-06-01,,4.75,4.5,7,1,2019-04-30,34
AS766856,1,XXXXX,C01,M,2016-03-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-03-01,,4.166666666666667,4.0,7,2,2019-04-30,37
AS771185,1,XXXXXX,C01,M,2015-12-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-12-01,,4.416666666666667,4.5,7,1,2019-04-30,40
AS771307,1,XXXXX,C02,F,2017-04-01 00:00:00,2019-03-31 00:00:00,CA1,1,通常,デイタイム,7500,2017-04-01,2019-03-31,4.166666666666667,4.0,7,1,2019-03-31,23
AS772036,1,XX,C03,F,2016-06-01 00:00:00,,CA1,0,通常,ナイト,6000,2016-06-01,,4.5,4.0,8,3,2019-04-30,34
AS776002,1,XX,C01,M,2017-07-01 00:00:00,2019-01-31 00:00:00,CA2,1,入会費半額,オールタイム,10500,2017-07-01,2019-01-31,3.3,2.5,6,2,2019-01-31,18
AS777651,1,XXXXX,C01,M,2015-05-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-05-01,,4.166666666666667,3.5,7,2,2019-04-30,47
AS778425,0,XXXX,C03,M,2018-09-09 00:00:00,2018-11-30 00:00:00,CA1,1,通常,ナイト,6000,2018-09-09,2018-11-30,7.0,6.0,11,4,2018-11-30,2
AS779688,1,XXXX,C02,F,2019-01-14 00:00:00,,CA1,0,通常,デイタイム,7500,2019-01-14,,8.666666666666666,9.0,10,7,2019-04-30,3
AS779956,1,XXX,C01,F,2016-06-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-06-01,,5.083333333333333,5.0,7,3,2019-04-30,34
AS781999,1,XXXXX,C02,F,2017-04-01 00:00:00,,CA1,0,通常,デイタイム,7500,2017-04-01,,5.416666666666667,5.5,9,3,2019-04-30,24
AS786819,1,XXXXX,C01,M,2016-10-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-10-01,,5.333333333333333,5.0,9,3,2019-04-30,30
AS790905,1,XXX,C03,M,2016-01-01 00:00:00,,CA1,0,通常,ナイト,6000,2016-01-01,,4.166666666666667,4.0,7,2,2019-04-30,39
AS795406,1,XXXXX,C03,F,2016-12-01 00:00:00,,CA1,0,通常,ナイト,6000,2016-12-01,,5.333333333333333,5.5,8,3,2019-04-30,28
AS798945,1,XXX,C03,M,2016-08-01 00:00:00,,CA1,0,通常,ナイト,6000,2016-08-01,,4.916666666666667,5.0,7,3,2019-04-30,32
AS799981,1,XXX,C01,F,2016-08-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-08-01,,5.583333333333333,6.0,8,3,2019-04-30,32
AS800531,1,XXXXX,C03,M,2016-08-01 00:00:00,,CA1,0,通常,ナイト,6000,2016-08-01,,5.083333333333333,5.0,8,2,2019-04-30,32
AS811755,1,XXXX,C03,M,2017-12-01 00:00:00,2018-12-31 00:00:00,CA3,1,入会費無料,ナイト,6000,2017-12-01,2018-12-31,4.222222222222222,4.0,8,1,2018-12-31,12
AS812685,1,XXX,C03,M,2016-12-01 00:00:00,,CA1,0,通常,ナイト,6000,2016-12-01,,5.25,5.0,8,3,2019-04-30,28
AS814353,1,XXXXXX,C03,F,2018-05-05 00:00:00,,CA2,0,入会費半額,ナイト,6000,2018-05-05,,8.090909090909092,8.0,11,7,2019-04-30,11
AS814944,0,XXXXX,C02,F,2018-01-01 00:00:00,2018-08-31 00:00:00,CA1,1,通常,デイタイム,7500,2018-01-01,2018-08-31,2.6,3.0,3,2,2018-08-31,7
AS818410,1,XXXX,C01,M,2017-01-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-01-01,,5.583333333333333,5.5,8,3,2019-04-30,27
AS820169,0,XXX,C01,M,2018-06-09 00:00:00,2018-09-30 00:00:00,CA2,1,入会費半額,オールタイム,10500,2018-06-09,2018-09-30,4.5,4.0,8,2,2018-09-30,3
AS822877,1,XX,C02,F,2018-06-02 00:00:00,,CA2,0,入会費半額,デイタイム,7500,2018-06-02,,7.4,7.0,11,6,2019-04-30,10
AS823436,1,XXXXX,C01,F,2018-04-01 00:00:00,2018-12-31 00:00:00,CA3,1,入会費無料,オールタイム,10500,2018-04-01,2018-12-31,4.888888888888889,5.0,10,1,2018-12-31,8
AS824458,1,XXXXX,C03,M,2017-07-01 00:00:00,2018-06-30 00:00:00,CA2,1,入会費半額,ナイト,6000,2017-07-01,2018-06-30,3.3333333333333335,3.0,5,2,2018-06-30,11
AS826583,1,XXXXX,C01,M,2016-03-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-03-01,,4.083333333333333,3.5,8,2,2019-04-30,37
AS828036,0,XXXX,C01,M,2019-02-12 00:00:00,,CA1,0,通常,オールタイム,10500,2019-02-12,,9.5,9.5,10,9,2019-04-30,2
AS828426,1,XXX,C03,M,2015-07-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-07-01,,4.166666666666667,4.0,6,1,2019-04-30,45
AS834214,0,XXXXX,C01,M,2017-05-01 00:00:00,2018-05-31 00:00:00,CA1,1,通常,オールタイム,10500,2017-05-01,2018-05-31,3.0,3.0,3,3,2018-05-31,12
AS834706,1,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-06-01,,4.75,5.0,7,3,2019-04-30,46
AS838065,1,XXXXX,C01,M,2018-02-01 00:00:00,2018-10-31 00:00:00,CA1,1,通常,オールタイム,10500,2018-02-01,2018-10-31,4.571428571428571,4.0,8,1,2018-10-31,8
AS840069,1,XXXX,C01,F,2016-06-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-06-01,,4.916666666666667,5.0,9,3,2019-04-30,34
AS841064,1,XXXXXX,C02,F,2018-11-09 00:00:00,,CA1,0,通常,デイタイム,7500,2018-11-09,,8.2,8.0,10,7,2019-04-30,5
AS842977,1,XXXXX,C02,F,2016-06-01 00:00:00,2018-05-31 00:00:00,CA1,1,通常,デイタイム,7500,2016-06-01,2018-05-31,4.0,4.0,5,3,2018-05-31,23
AS844339,0,XXXX,C01,M,2017-05-01 00:00:00,2018-05-31 00:00:00,CA1,1,通常,オールタイム,10500,2017-05-01,2018-05-31,3.0,3.0,4,2,2018-05-31,12
AS846781,1,XXXXX,C03,M,2017-12-01 00:00:00,2018-07-31 00:00:00,CA3,1,入会費無料,ナイト,6000,2017-12-01,2018-07-31,3.5,4.0,5,1,2018-07-31,7
AS846805,0,XXXXXX,C01,M,2018-05-12 00:00:00,2018-08-31 00:00:00,CA2,1,入会費半額,オールタイム,10500,2018-05-12,2018-08-31,3.75,3.0,6,3,2018-08-31,3
AS847598,1,XXX,C03,M,2018-08-10 00:00:00,,CA1,0,通常,ナイト,6000,2018-08-10,,7.875,7.5,11,6,2019-04-30,8
AS854424,0,XXXXX,C01,F,2018-06-09 00:00:00,2019-03-31 00:00:00,CA2,1,入会費半額,オールタイム,10500,2018-06-09,2019-03-31,3.9,4.5,8,1,2019-03-31,9
AS854458,1,XXXXX,C01,M,2018-07-03 00:00:00,2019-03-31 00:00:00,CA1,1,通常,オールタイム,10500,2018-07-03,2019-03-31,4.111111111111111,3.0,10,1,2019-03-31,8
AS857207,1,XXXXX,C02,F,2015-05-01 00:00:00,,CA1,0,通常,デイタイム,7500,2015-05-01,,4.5,5.0,8,2,2019-04-30,47
AS857991,1,XXX,C01,M,2018-12-09 00:00:00,,CA3,0,入会費無料,オールタイム,10500,2018-12-09,,7.5,8.0,9,5,2019-04-30,4
AS859775,1,XXX,C01,M,2018-06-10 00:00:00,,CA2,0,入会費半額,オールタイム,10500,2018-06-10,,8.1,7.5,12,6,2019-04-30,10
AS860362,1,XXX,C02,F,2018-02-01 00:00:00,,CA1,0,通常,デイタイム,7500,2018-02-01,,6.5,6.5,9,4,2019-04-30,14
AS863944,1,XXXXX,C02,F,2018-07-03 00:00:00,2018-12-31 00:00:00,CA1,1,通常,デイタイム,7500,2018-07-03,2018-12-31,3.8333333333333335,3.5,7,1,2018-12-31,5
AS866446,1,XXXX,C03,M,2015-12-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-12-01,,4.333333333333333,4.0,7,2,2019-04-30,40
AS867281,1,XX,C02,F,2015-12-01 00:00:00,,CA1,0,通常,デイタイム,7500,2015-12-01,,4.583333333333333,4.0,8,3,2019-04-30,40
AS868124,1,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-07-01,,4.916666666666667,5.5,7,2,2019-04-30,45
AS868530,1,XXXXX,C01,M,2016-11-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-11-01,,4.583333333333333,4.5,7,2,2019-04-30,29
AS869895,1,XXXXX,C03,M,2017-05-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-05-01,,4.916666666666667,4.0,8,2,2019-04-30,23
AS870817,1,XXXXX,C01,M,2016-12-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-12-01,,5.083333333333333,5.0,8,2,2019-04-30,28
AS873051,1,XXXXX,C03,F,2017-10-01 00:00:00,2018-12-31 00:00:00,CA1,1,通常,ナイト,6000,2017-10-01,2018-12-31,4.222222222222222,4.0,6,2,2018-12-31,14
AS875048,1,XXXXX,C03,M,2015-08-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-08-01,,5.166666666666667,5.0,8,3,2019-04-30,44
AS879331,1,XXXX,C02,F,2017-12-01 00:00:00,,CA3,0,入会費無料,デイタイム,7500,2017-12-01,,5.833333333333333,6.0,7,3,2019-04-30,16
AS886138,1,XXXXX,C02,M,2017-10-01 00:00:00,,CA1,0,通常,デイタイム,7500,2017-10-01,,6.666666666666667,6.5,10,4,2019-04-30,18
AS886872,1,XXXXX,C01,M,2018-04-12 00:00:00,,CA3,0,入会費無料,オールタイム,10500,2018-04-12,,7.416666666666667,7.0,11,5,2019-04-30,12
AS888896,0,XXXX,C01,F,2016-08-01 00:00:00,2018-05-31 00:00:00,CA1,1,通常,オールタイム,10500,2016-08-01,2018-05-31,3.0,3.0,3,3,2018-05-31,21
AS890023,0,XXXX,C02,F,2017-12-01 00:00:00,2018-08-31 00:00:00,CA3,1,入会費無料,デイタイム,7500,2017-12-01,2018-08-31,3.2,3.0,5,2,2018-08-31,8
AS896608,1,XXXXX,C02,F,2016-04-01 00:00:00,,CA1,0,通常,デイタイム,7500,2016-04-01,,4.75,4.5,8,2,2019-04-30,36
AS897341,1,XXXX,C01,M,2018-12-05 00:00:00,,CA3,0,入会費無料,オールタイム,10500,2018-12-05,,7.0,7.5,8,5,2019-04-30,4
AS897421,1,XXX,C02,F,2018-02-01 00:00:00,,CA1,0,通常,デイタイム,7500,2018-02-01,,6.666666666666667,6.0,9,5,2019-04-30,14
AS902294,1,XXXXXX,C02,F,2017-07-01 00:00:00,,CA2,0,入会費半額,デイタイム,7500,2017-07-01,,5.833333333333333,6.5,7,2,2019-04-30,21
AS904548,1,XXXX,C01,F,2018-08-07 00:00:00,,CA1,0,通常,オールタイム,10500,2018-08-07,,7.125,7.5,9,5,2019-04-30,8
AS905403,1,XXXX,C03,M,2018-12-07 00:00:00,,CA3,0,入会費無料,ナイト,6000,2018-12-07,,9.5,10.0,12,6,2019-04-30,4
AS906102,1,XXXXX,C02,F,2018-12-10 00:00:00,,CA3,0,入会費無料,デイタイム,7500,2018-12-10,,8.75,8.5,11,7,2019-04-30,4
AS912483,1,XX,C03,M,2018-12-15 00:00:00,,CA3,0,入会費無料,ナイト,6000,2018-12-15,,8.5,9.0,11,5,2019-04-30,4
AS913753,0,XX,C03,M,2018-01-01 00:00:00,2018-06-30 00:00:00,CA1,1,通常,ナイト,6000,2018-01-01,2018-06-30,1.3333333333333333,1.0,2,1,2018-06-30,5
AS914120,0,XXXX,C03,M,2018-07-06 00:00:00,2019-02-28 00:00:00,CA1,1,通常,ナイト,6000,2018-07-06,2019-02-28,5.5,5.0,10,2,2019-02-28,7
AS914290,1,XXXXXX,C01,M,2017-05-01 00:00:00,2019-01-31 00:00:00,CA1,1,通常,オールタイム,10500,2017-05-01,2019-01-31,3.3,3.5,6,1,2019-01-31,20
AS917021,0,XXXXX,C01,F,2017-09-01 00:00:00,2018-05-31 00:00:00,CA1,1,通常,オールタイム,10500,2017-09-01,2018-05-31,2.0,2.0,3,1,2018-05-31,8
AS918302,1,XXXX,C01,F,2017-08-01 00:00:00,,CA2,0,入会費半額,オールタイム,10500,2017-08-01,,5.916666666666667,6.0,8,4,2019-04-30,20
AS918754,1,XXXX,C03,F,2019-01-01 00:00:00,,CA1,0,通常,ナイト,6000,2019-01-01,,8.0,8.0,9,7,2019-04-30,3
AS920111,0,XX,C03,F,2018-04-11 00:00:00,2018-08-31 00:00:00,CA3,1,入会費無料,ナイト,6000,2018-04-11,2018-08-31,4.6,5.0,10,1,2018-08-31,4
AS921334,1,XXXXX,C02,F,2019-03-04 00:00:00,,CA1,0,通常,デイタイム,7500,2019-03-04,,9.0,9.0,9,9,2019-04-30,1
AS924898,1,XXXX,C02,F,2017-12-01 00:00:00,,CA3,0,入会費無料,デイタイム,7500,2017-12-01,,6.5,6.0,11,4,2019-04-30,16
AS925147,1,XX,C02,F,2019-01-10 00:00:00,,CA1,0,通常,デイタイム,7500,2019-01-10,,6.666666666666667,7.0,8,5,2019-04-30,3
AS925243,0,XXXXX,C01,F,2017-06-01 00:00:00,2018-04-30 00:00:00,CA1,1,通常,オールタイム,10500,2017-06-01,2018-04-30,1.0,1.0,1,1,2018-04-30,10
AS926099,1,XXXXXX,C01,F,2015-12-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-12-01,,4.833333333333333,5.0,7,3,2019-04-30,40
AS926104,1,XXXX,C03,F,2015-05-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-05-01,,4.416666666666667,4.5,6,3,2019-04-30,47
AS928923,0,XXXXX,C03,F,2017-11-01 00:00:00,2018-10-31 00:00:00,CA1,1,通常,ナイト,6000,2017-11-01,2018-10-31,3.2857142857142856,3.0,5,2,2018-10-31,11
AS929382,0,XX,C01,M,2017-10-01 00:00:00,2018-09-30 00:00:00,CA1,1,通常,オールタイム,10500,2017-10-01,2018-09-30,1.8333333333333333,1.0,4,1,2018-09-30,11
AS929514,1,XXXXXX,C01,M,2017-04-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-04-01,,5.5,5.0,9,3,2019-04-30,24
AS931323,0,XXXXXX,C03,M,2017-09-01 00:00:00,2018-05-31 00:00:00,CA1,1,通常,ナイト,6000,2017-09-01,2018-05-31,1.5,1.5,2,1,2018-05-31,8
AS931712,1,XXXX,C03,M,2016-12-01 00:00:00,2018-09-30 00:00:00,CA1,1,通常,ナイト,6000,2016-12-01,2018-09-30,2.5,2.5,4,1,2018-09-30,21
AS933440,1,XX,C01,M,2018-12-09 00:00:00,,CA3,0,入会費無料,オールタイム,10500,2018-12-09,,7.75,8.0,9,6,2019-04-30,4
AS933597,1,XXXX,C01,M,2015-07-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-07-01,,3.9166666666666665,3.5,8,1,2019-04-30,45
AS934534,1,XXXX,C01,M,2016-10-01 00:00:00,2018-09-30 00:00:00,CA1,1,通常,オールタイム,10500,2016-10-01,2018-09-30,2.8333333333333335,3.0,4,1,2018-09-30,23
AS935662,0,XXXXXX,C01,M,2018-08-09 00:00:00,2019-03-31 00:00:00,CA1,1,通常,オールタイム,10500,2018-08-09,2019-03-31,4.625,3.5,9,2,2019-03-31,7
AS936602,1,XXXX,C02,M,2016-07-01 00:00:00,,CA2,0,入会費半額,デイタイム,7500,2016-07-01,,4.916666666666667,5.0,7,2,2019-04-30,33
AS938080,0,XXXX,C01,M,2018-09-01 00:00:00,2018-12-31 00:00:00,CA1,1,通常,オールタイム,10500,2018-09-01,2018-12-31,4.75,3.5,9,3,2018-12-31,3
AS938269,0,XXXXX,C03,M,2017-04-01 00:00:00,2018-04-30 00:00:00,CA1,1,通常,ナイト,6000,2017-04-01,2018-04-30,3.0,3.0,3,3,2018-04-30,12
AS941998,1,XXXXX,C03,F,2017-06-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-06-01,,5.75,5.5,9,3,2019-04-30,22
AS942939,1,XXXXX,C02,F,2016-12-01 00:00:00,,CA1,0,通常,デイタイム,7500,2016-12-01,,5.666666666666667,5.0,8,4,2019-04-30,28
AS945488,1,XXXX,C01,F,2016-03-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-03-01,,5.083333333333333,5.0,6,2,2019-04-30,37
AS946582,1,XXXXXX,C02,F,2016-01-01 00:00:00,,CA1,0,通常,デイタイム,7500,2016-01-01,,4.916666666666667,5.0,7,2,2019-04-30,39
AS950313,1,XXX,C02,F,2016-02-01 00:00:00,,CA1,0,通常,デイタイム,7500,2016-02-01,,3.9166666666666665,4.0,6,2,2019-04-30,38
AS957024,0,XXXX,C03,F,2017-09-01 00:00:00,2018-04-30 00:00:00,CA1,1,通常,ナイト,6000,2017-09-01,2018-04-30,4.0,4.0,4,4,2018-04-30,7
AS961301,1,XXXX,C01,M,2016-02-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-02-01,,3.75,4.0,7,2,2019-04-30,38
AS963520,1,XXXXXX,C03,M,2017-10-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-10-01,,6.833333333333333,6.5,9,5,2019-04-30,18
AS963713,1,XX,C01,M,2018-11-02 00:00:00,2019-03-31 00:00:00,CA1,1,通常,オールタイム,10500,2018-11-02,2019-03-31,3.6,4.0,6,1,2019-03-31,4
AS963873,1,XXXXX,C01,M,2018-05-07 00:00:00,2018-09-30 00:00:00,CA2,1,入会費半額,オールタイム,10500,2018-05-07,2018-09-30,3.6,3.0,8,2,2018-09-30,4
AS969133,1,XXXXX,C03,M,2017-02-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-02-01,,6.166666666666667,6.0,8,5,2019-04-30,26
AS970810,1,XXXXX,C03,F,2015-05-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-05-01,,4.333333333333333,4.0,6,2,2019-04-30,47
AS972005,1,XXXX,C01,F,2018-07-07 00:00:00,2019-02-28 00:00:00,CA1,1,通常,オールタイム,10500,2018-07-07,2019-02-28,4.25,4.0,9,2,2019-02-28,7
AS976422,1,XXX,C02,F,2018-10-14 00:00:00,,CA1,0,通常,デイタイム,7500,2018-10-14,,8.333333333333334,8.5,10,6,2019-04-30,6
AS977127,1,XXX,C03,M,2017-04-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-04-01,,6.166666666666667,6.0,8,4,2019-04-30,24
AS978283,0,XXXXX,C01,M,2017-08-01 00:00:00,2018-08-31 00:00:00,CA2,1,入会費半額,オールタイム,10500,2017-08-01,2018-08-31,2.8,3.0,4,2,2018-08-31,12
AS980426,0,XXX,C03,F,2017-05-01 00:00:00,2018-04-30 00:00:00,CA1,1,通常,ナイト,6000,2017-05-01,2018-04-30,4.0,4.0,4,4,2018-04-30,11
AS981537,1,XX,C03,M,2018-02-01 00:00:00,,CA1,0,通常,ナイト,6000,2018-02-01,,6.916666666666667,7.0,10,5,2019-04-30,14
AS984922,1,XXXXX,C02,M,2017-05-01 00:00:00,,CA1,0,通常,デイタイム,7500,2017-05-01,,5.583333333333333,5.5,7,4,2019-04-30,23
AS987950,1,XXXX,C02,F,2018-08-02 00:00:00,,CA1,0,通常,デイタイム,7500,2018-08-02,,7.5,7.5,8,7,2019-04-30,8
AS988792,1,XXX,C03,F,2016-09-01 00:00:00,,CA1,0,通常,ナイト,6000,2016-09-01,,5.5,5.5,7,3,2019-04-30,31
AS988921,1,XXXXX,C02,M,2016-10-01 00:00:00,,CA1,0,通常,デイタイム,7500,2016-10-01,,5.666666666666667,5.5,9,3,2019-04-30,30
AS992593,1,XXXX,C03,F,2017-04-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-04-01,,5.583333333333333,5.0,8,4,2019-04-30,24
AS992895,1,XXXXX,C03,M,2016-04-01 00:00:00,,CA1,0,通常,ナイト,6000,2016-04-01,,3.5,3.0,9,1,2019-04-30,36
AS993100,1,XXXX,C01,M,2018-08-04 00:00:00,,CA1,0,通常,オールタイム,10500,2018-08-04,,8.375,7.5,12,7,2019-04-30,8
AS994696,1,XXXXX,C01,M,2016-05-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-05-01,,4.833333333333333,5.0,7,3,2019-04-30,35
AS995937,1,XXX,C02,M,2017-11-01 00:00:00,,CA1,0,通常,デイタイム,7500,2017-11-01,,6.833333333333333,7.0,9,4,2019-04-30,17
AS997107,1,XXXX,C01,M,2017-10-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-10-01,,5.916666666666667,6.0,9,2,2019-04-30,18
AS998210,1,XXXX,C01,M,2018-12-07 00:00:00,,CA3,0,入会費無料,オールタイム,10500,2018-12-07,,8.0,8.0,9,7,2019-04-30,4
AS998566,1,XXXX,C02,F,2016-07-01 00:00:00,,CA2,0,入会費半額,デイタイム,7500,2016-07-01,,5.833333333333333,6.0,8,4,2019-04-30,33
GD001473,0,XXX,C01,M,2018-04-10 00:00:00,2018-09-30 00:00:00,CA3,1,入会費無料,オールタイム,10500,2018-04-10,2018-09-30,4.166666666666667,4.0,7,1,2018-09-30,5
GD001777,1,XX,C03,M,2015-12-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-12-01,,3.9166666666666665,3.0,7,2,2019-04-30,40
GD001932,1,XX,C02,F,2018-05-04 00:00:00,2019-03-31 00:00:00,CA2,1,入会費半額,デイタイム,7500,2018-05-04,2019-03-31,5.545454545454546,6.0,10,2,2019-03-31,10
GD004422,1,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-09-01,,5.666666666666667,6.0,8,2,2019-04-30,43
GD008122,1,XXXX,C01,F,2018-11-02 00:00:00,,CA1,0,通常,オールタイム,10500,2018-11-02,,8.4,8.0,10,7,2019-04-30,5
GD009242,1,XXX,C02,F,2015-07-01 00:00:00,,CA1,0,通常,デイタイム,7500,2015-07-01,,4.75,5.0,7,2,2019-04-30,45
GD010455,1,XXXX,C03,F,2015-11-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-11-01,,4.833333333333333,5.5,7,2,2019-04-30,41
GD012037,1,XXXX,C03,M,2017-08-01 00:00:00,,CA2,0,入会費半額,ナイト,6000,2017-08-01,,5.833333333333333,6.0,8,3,2019-04-30,20
GD015238,1,XXXXX,C02,F,2018-07-11 00:00:00,2019-01-31 00:00:00,CA1,1,通常,デイタイム,7500,2018-07-11,2019-01-31,4.571428571428571,4.0,9,2,2019-01-31,6
GD020114,1,XXXXX,C03,F,2019-03-01 00:00:00,,CA1,0,通常,ナイト,6000,2019-03-01,,11.0,11.0,11,11,2019-04-30,1
GD020270,1,XX,C02,F,2015-11-01 00:00:00,,CA1,0,通常,デイタイム,7500,2015-11-01,,4.25,4.0,6,3,2019-04-30,41
GD022268,1,XXX,C02,M,2015-05-01 00:00:00,,CA1,0,通常,デイタイム,7500,2015-05-01,,4.166666666666667,5.0,7,1,2019-04-30,47
GD024299,1,XXXXX,C03,M,2015-11-01 00:00:00,,CA1,0,通常,ナイト,6000,2015-11-01,,3.75,4.0,6,1,2019-04-30,41
GD025393,1,XXX,C01,M,2017-03-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-03-01,,6.75,6.5,9,4,2019-04-30,25
GD029159,1,XXXXX,C01,M,2016-11-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-11-01,,4.833333333333333,4.5,8,3,2019-04-30,29
GD030141,1,XX,C01,M,2018-09-01 00:00:00,,CA1,0,通常,オールタイム,10500,2018-09-01,,8.142857142857142,8.0,10,5,2019-04-30,7
GD032887,1,XXX,C03,M,2017-06-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-06-01,,5.75,6.0,9,2,2019-04-30,22
GD037007,0,XXXXX,C03,M,2019-03-14 00:00:00,,CA1,0,通常,ナイト,6000,2019-03-14,,8.0,8.0,8,8,2019-04-30,1
GD038969,1,XXXXX,C02,F,2017-12-01 00:00:00,2018-06-30 00:00:00,CA3,1,入会費無料,デイタイム,7500,2017-12-01,2018-06-30,4.333333333333333,5.0,6,2,2018-06-30,6
GD039425,1,XXXXX,C01,F,2015-05-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-05-01,,4.666666666666667,4.5,7,3,2019-04-30,47
GD040768,1,XXXX,C02,M,2016-09-01 00:00:00,,CA1,0,通常,デイタイム,7500,2016-09-01,,4.666666666666667,5.0,7,1,2019-04-30,31
GD045563,1,XXXX,C03,F,2017-07-01 00:00:00,2019-02-28 00:00:00,CA2,1,入会費半額,ナイト,6000,2017-07-01,2019-02-28,4.363636363636363,5.0,7,1,2019-02-28,19
GD049091,0,XXX,C03,F,2016-07-01 00:00:00,2018-05-31 00:00:00,CA2,1,入会費半額,ナイト,6000,2016-07-01,2018-05-31,2.0,2.0,3,1,2018-05-31,22
GD057803,0,XXXX,C02,F,2017-12-01 00:00:00,2018-05-31 00:00:00,CA3,1,入会費無料,デイタイム,7500,2017-12-01,2018-05-31,2.5,2.5,3,2,2018-05-31,5
GD059086,1,XXXX,C01,M,2017-07-01 00:00:00,,CA2,0,入会費半額,オールタイム,10500,2017-07-01,,6.166666666666667,6.0,8,4,2019-04-30,21
GD064521,1,XXXXX,C01,M,2015-10-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-10-01,,4.666666666666667,5.0,7,2,2019-04-30,42
GD065188,1,XX,C01,M,2017-09-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-09-01,,6.333333333333333,6.5,9,3,2019-04-30,19
GD067591,1,XXXX,C01,F,2017-04-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-04-01,,5.416666666666667,5.5,10,2,2019-04-30,24
GD069335,0,XXXXX,C01,M,2018-06-03 00:00:00,2018-07-31 00:00:00,CA2,1,入会費半額,オールタイム,10500,2018-06-03,2018-07-31,7.0,7.0,12,2,2018-07-31,1
GD069878,1,XX,C03,M,2016-05-01 00:00:00,,CA1,0,通常,ナイト,6000,2016-05-01,,3.9166666666666665,3.0,7,2,2019-04-30,35
GD070247,1,XX,C01,M,2017-04-01 00:00:00,,CA1,0,通常,オールタイム,10500,2017-04-01,,5.916666666666667,6.0,9,4,2019-04-30,24
GD071524,1,XXXXX,C01,M,2019-02-13 00:00:00,,CA1,0,通常,オールタイム,10500,2019-02-13,,7.0,7.0,9,5,2019-04-30,2
GD079438,1,XXXXXX,C02,F,2018-09-14 00:00:00,,CA1,0,通常,デイタイム,7500,2018-09-14,,7.428571428571429,8.0,10,5,2019-04-30,7
GD080608,1,XXXX,C03,F,2017-10-01 00:00:00,,CA1,0,通常,ナイト,6000,2017-10-01,,6.166666666666667,6.0,9,3,2019-04-30,18
GD081993,1,XXXXXX,C01,F,2016-08-01 00:00:00,,CA1,0,通常,オールタイム,10500,2016-08-01,,5.5,5.5,9,2,2019-04-30,32
GD082270,0,XXXX,C02,F,2018-12-14 00:00:00,2019-02-28 00:00:00,CA3,1,入会費無料,デイタイム,7500,2018-12-14,2019-02-28,6.0,5.0,10,3,2019-02-28,2
GD082396,1,XXX,C01,M,2015-09-01 00:00:00,,CA1,0,通常,オールタイム,10500,2015-09-01,,4.833333333333333,5.0,7,2,2019-04-30,43
GD082530,1,XXXXX,C03,M,2018-05-13 00:00:00,,CA2,0,入会費半額,ナイト,6000,2018-05-13,,7.454545454545454,7.0,10,5,2019-04-30,11
